Contratada,"Nº Processo","Tipo de contrato","Tipo de processo","Data do Ateste","Data do Pagamento","Nº Empenho","Tipo Rubrica",PTRES,"Nº Ordem Bancária",Justificativa,Tema,"IDN Nota Fiscal","Nº Nota Fiscal","Valor bruto da contratada","Valor líquido da contratada","Veículo / Fornecedor","Valor bruto do fornecedor","Valor líquido do fornecedor","Nome fantasia do veículo","Grupo / Editora",Meios,"Tipo da praça de veiculação","Praças de Veiculação"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003559/2019-58,Publicidade,Midia,2019/10/21,2019/11/01,2018NE800190,Institucional,107783,2019OB801205,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",317282,12887,119782.08,117049.16,"59.486.605/0001-87 / FUNDACAO EVANGELICA TRINDADE",100869.12,100869.12,"TV GOSPEL",,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003601/2019-31,Publicidade,Midia,2019/10/21,2019/11/01,2018NE800219,"Utilidade Pública",109684,2019OB801207,,"Programa Nacional de Imunização - PNI",317462,12922,3890.25,3801.49,"01.425.583/0002-46 / CIRCUITO CINEARTE LTDA",3276,2966.42,"CINE SALA (EX CINE SABESP, EX FITMEDIA)",,Cinema,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003603/2019-20,Publicidade,Midia,2019/10/21,2019/11/01,2019NE800124,"Utilidade Pública",159685,2019OB801218,,"Censo Experimental 2019",317465,12925,1410.56,1378.37,"25.649.179/0001-33 / TV MINAS SUL LTDA",1187.84,1075.59,"SBT - ALTEROSA SUL - PATROCINIOS DE PROGRAMAS LOCAIS",SBT,Televisão,Regional,"VARGINHA - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003603/2019-20,Publicidade,Midia,2019/10/21,2019/11/01,2019NE800124,"Utilidade Pública",159685,2019OB801218,,"Censo Experimental 2019",317467,12927,940.5,919.04,"04.455.894/0001-65 / FUNDACAO TELEVISAO EDUCATIVA DE POCOS DE CALDAS",792,792,"TV POÇOS",,Televisão,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003604/2019-74,Publicidade,Produção,2019/10/21,2019/11/01,2018NE800002,Institucional,107783,2019OB801208,,"Campanha 2 anos de Governo ",306779,10436,2985.84,2985.84,"36.753.531/0001-00 / CARLOS DE SOUZA RAMOS",2985.84,2985.84,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003604/2019-74,Publicidade,Produção,2019/10/21,2019/11/01,2018NE800190,Institucional,107783,2019OB801208,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",317399,12909,2584,2584,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",2584,2584,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003605/2019-19,Publicidade,Produção,2019/10/21,2019/11/01,2019NE800085,Institucional,107783,2019OB801217,,"Ação de oportunidade - Dia da Amazônia",316765,12917,230,230,"06.017.510/0001-58 / COMPANHIA RIO BONITO - COMUNICACOES",230,208.26,,,"AUDIO E VIDEO - ENVIO VIA LINK",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003622/2019-56,Publicidade,Midia,2019/10/22,2019/11/01,2018NE800219,"Utilidade Pública",109684,2019OB801221,,"Programa Nacional de Imunização - PNI",317461,12921,3890.25,3801.49,"28.032.122/0001-89 / FLORIPA FILMES LTDA",3276,2966.42,"CINESHOW BEIRAMAR",,Cinema,Regional,"FLORIANOPOLIS - SC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003623/2019-09,Publicidade,Produção,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801229,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308512,11183,350,350,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",350,350,,,"INTERNET - ADAPTACAO / ADAPTACAO DE TEXTO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003623/2019-09,Publicidade,Produção,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801229,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308609,11226,850,850,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",850,850,,,"INTERNET - PRODUCAO / CONFECCAO (SIMPLES)",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003623/2019-09,Publicidade,Produção,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801229,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308518,11189,350,350,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",350,350,,,"INTERNET - ADAPTACAO / ADAPTACAO DE TEXTO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003623/2019-09,Publicidade,Produção,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801229,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308516,11187,350,350,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",350,350,,,"INTERNET - ADAPTACAO / ADAPTACAO DE TEXTO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003623/2019-09,Publicidade,Produção,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801229,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308515,11186,850,850,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",850,850,,,"INTERNET - PRODUCAO / CONFECCAO (SIMPLES)",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003623/2019-09,Publicidade,Produção,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801229,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308514,11185,350,350,"05.908.050/0001-95 / R2LABS TECNOLOGIA DA INFORMACAO E COMERCIO LTDA",350,350,,,"INTERNET - ADAPTACAO / ADAPTACAO DE TEXTO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003625/2019-90,Publicidade,Midia,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801222,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",317463,12923,10556.05,10315.2,"91.903.989/0001-07 / RADIO ATLANTIDA FM DE PORTO ALEGRE LTDA",8889.31,8049.27,"ATLÂNTIDA RS",RBS,Rádio,Estadual,"RIO GRANDE DO SUL"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003625/2019-90,Publicidade,Midia,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801222,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",317541,12953,664.73,649.56,"03.679.180/0001-78 / RADIO CAMPOS BELOS LTDA",559.78,559.78,"CAMPOS BELOS AM",,Rádio,Regional,"CAMPOS BELOS - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003625/2019-90,Publicidade,Midia,2019/10/22,2019/11/01,2018NE800005,"Utilidade Pública",107784,2019OB801222,,"Campanha Queimadas",317539,12951,317.83,310.58,"19.081.439/0001-14 / FUNDACAO SAO JOSE DO PARAISO",267.65,267.65,"PARAISOPOLIS AM - RCR",,Rádio,Regional,"PARAISOPOLIS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003625/2019-90,Publicidade,Midia,2019/10/22,2019/11/01,2018NE800190,Institucional,107783,2019OB801222,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",317464,12924,2394,2339.38,"03.459.043/0001-28 / ARTE VITAL EXIBICOES CINEMATOGRAFICAS LTDA",2016,2016,"CINE CANDIDO MENDES",,Cinema,Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003626/2019-34,Publicidade,Midia,2019/10/22,2019/11/01,2017NE800293,"Utilidade Pública",137046,2019OB801224,,"AVANÇAR - PARCERIAS",317536,12948,331.07,323.52,"19.081.439/0001-14 / FUNDACAO SAO JOSE DO PARAISO",278.8,278.8,"PARAISOPOLIS AM - RCR",,Rádio,Regional,"PARAISOPOLIS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003626/2019-34,Publicidade,Midia,2019/10/22,2019/11/01,2017NE800293,"Utilidade Pública",137046,2019OB801224,,"AVANÇAR - PARCERIAS",317537,12949,688.75,673.03,"13.611.025/0001-73 / RADIO ANDAIA LTDA",580,580,"ANDAIA FM",,Rádio,Regional,"SANTO ANTONIO DE JESUS - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003627/2019-89,Publicidade,Midia,2019/10/22,2019/11/01,2017NE800314,Institucional,107783,2019OB801231,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",317538,12950,2052,2005.18,"72.550.080/0001-60 / RADIO TUPA LTDA",1728,1728,"NOVA TUPA FM 100,3,TUPA AM 1.130 (EX TUPA I AM)",,Rádio,Regional,"TUPA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003512/2019-94,Publicidade,Midia,2019/10/21,2019/10/31,2019NE800085,Institucional,107783,2019OB801190,,"Ação de oportunidade - Dia da Amazônia",317122,12879,22182.5,21676.38,"02.344.518/0001-78 / REDE MULHER DE TELEVISAO LTDA",18680,16914.74,"RECORD NEWS",RECORD,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003512/2019-94,Publicidade,Midia,2019/10/21,2019/10/31,2019NE800085,Institucional,107783,2019OB801190,,"Ação de oportunidade - Dia da Amazônia",316819,12881,41555.85,40607.72,"27.865.757/0001-02 / GLOBO COMUNICACAO E PARTICIPACOES S/A",34994.4,31687.43,"GLOBO NEWS",GLOBO,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003512/2019-94,Publicidade,Midia,2019/10/21,2019/10/31,2019NE800085,Institucional,107783,2019OB801190,,"Ação de oportunidade - Dia da Amazônia",317124,12882,510229.8,498588.5,"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A",429667.2,389063.65,"RECORD - NET",RECORD,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003512/2019-94,Publicidade,Midia,2019/10/21,2019/10/31,2019NE800085,Institucional,107783,2019OB801190,,"Ação de oportunidade - Dia da Amazônia",317123,12880,16688.58,16307.82,"06.017.510/0001-58 / COMPANHIA RIO BONITO - COMUNICACOES",14053.55,12725.49,"BAND NEWS",BAND,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003513/2019-39,Publicidade,Midia,2019/10/21,2019/10/31,2018NE800190,Institucional,107783,2019OB801191,,"Segurança Pública",317120,12877,50617.61,49462.73,"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC",42625.36,38597.26,"TV BRASIL-NACIONAL",EBC,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003513/2019-39,Publicidade,Midia,2019/10/21,2019/10/31,2018NE800190,Institucional,107783,2019OB801191,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",316809,12837,351.12,343.11,"84.592.369/0001-20 / FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA",295.68,295.68,"FUNOESC,UNOESC FM",,Rádio,Regional,"JOACABA - SC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003513/2019-39,Publicidade,Midia,2019/10/21,2019/10/31,2018NE800193,"Utilidade Pública",107784,2019OB801191,,"Campanha Queimadas - COMPLEMENTAR",315259,12592,3266.1,3191.58,"09.485.218/0001-58 / TV PEIXOTO 35 LTDA",2750.4,2490.49,"TV PEIXOTO",,Televisão,Regional,"PEIXOTO DE AZEVEDO - MT"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003513/2019-39,Publicidade,Midia,2019/10/21,2019/10/31,2018NE800190,Institucional,107783,2019OB801191,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",317121,12878,880.99,860.89,"03.202.116/0001-00 / RADIO BELA VISTA LTDA",741.89,741.89,"BELA VISTA AM",,Rádio,Regional,"BELA VISTA - MS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003514/2019-83,Publicidade,Midia,2019/10/21,2019/10/31,2018NE800222,"Utilidade Pública",109259,2019OB801192,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II",317119,12876,33835.2,33063.22,"02.015.014/0002-95 / RADIO EXCELSIOR S/A",28492.8,25800.23,"CBN REDE","SISTEMA GLOBO DE RADIO",Rádio,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003527/2019-52,Publicidade,Midia,2019/10/21,2019/10/31,2017NE800293,"Utilidade Pública",137046,2019OB801204,,"AVANÇAR - PARCERIAS",316903,12856,323,315.63,"76.920.370/0001-09 / FUNDACAO EDUCACIONAL DOM PEDRO FELIPAK",272,272,"EDUCADORA AM",,Rádio,Regional,"WENCESLAU BRAZ - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003343/2019-92,Publicidade,Midia,2019/10/03,2019/10/21,2018NE800005,"Utilidade Pública",107784,2019OB801137,,"Campanha Queimadas",316245,12782,547.2,534.72,"20.946.885/0001-23 / RADIO OURO VERDE LTDA",460.8,460.8,"RADIO OURO VERDE 1390 AM",,Rádio,Regional,"SAO SEBASTIAO DO PARAISO - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003343/2019-92,Publicidade,Midia,2019/10/03,2019/10/21,2018NE800190,Institucional,107783,2019OB801137,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",315861,12728,109763.19,107258.86,"43.665.629/0001-63 / FUNDACAO NOSSA SENHORA APARECIDA",92432.16,92432.16,"REDE APARECIDA",,Televisão,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003369/2019-31,Publicidade,Midia,2019/10/03,2019/10/21,2018NE800190,Institucional,107783,2019OB801140,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308566,11201,709.26,693.08,"91.945.436/0001-09 / SOCIEDADE RADIO PALMEIRA LIMITDA",597.27,540.83,"PALMEIRA AM",,Rádio,Regional,"PALMEIRA DAS MISSOES - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003369/2019-31,Publicidade,Midia,2019/10/03,2019/10/21,2018NE800005,"Utilidade Pública",107784,2019OB801140,,"Campanha Queimadas",316408,12786,431.41,421.56,"20.056.461/0001-93 / FUNDACAO NOSSA SENHORA DO PATROCINIO DO SS SACRAMENTO",363.3,363.3,"SACRAMENTO AM",,Rádio,Regional,"SACRAMENTO - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003369/2019-31,Publicidade,Midia,2019/10/03,2019/10/21,2018NE800190,Institucional,107783,2019OB801140,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",315867,12734,585.2,571.85,"01.775.843/0001-22 / CHAPADAO RADIODIFUSAO LTDA",492.8,492.8,"CHAPADAO FM",,Rádio,Regional,"PIUMHI - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003369/2019-31,Publicidade,Midia,2019/10/03,2019/10/21,2018NE800190,Institucional,107783,2019OB801140,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",308567,11202,693.04,677.23,"91.945.436/0001-09 / SOCIEDADE RADIO PALMEIRA LIMITDA",583.62,528.47,"PALMEIRA FM",,Rádio,Regional,"PALMEIRA DAS MISSOES - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003370/2019-65,Publicidade,Midia,2019/10/03,2019/10/21,2017NE800246,Institucional,107783,2019OB801133,,AVANÇAR,313226,12315,1807.56,1766.32,"06.167.347/0001-00 / JORNAL A GAZETA LTDA",1522.16,1378.32,"A GAZETA,JORNAL A GAZETA",GAZETA,Jornal,Regional,"CUIABA - MT,JABOTICABAL - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003370/2019-65,Publicidade,Midia,2019/10/03,2019/10/21,2017NE800246,Institucional,107783,2019OB801133,,AVANÇAR,316403,12783,1882.71,1839.76,"29.076.973/0001-96 / EMPRESA ITAPERUNENSE DE COMUNICACOES LTDA",1585.44,1585.44,"102 FM",,Rádio,Regional,"ITAPERUNA - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003371/2019-18,Publicidade,Midia,2019/10/03,2019/10/21,2017NE800314,Institucional,107783,2019OB801135,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",316406,12785,1217.35,1189.58,"92.858.521/0001-00 / SALAMANCA RADIODIFUSAO FM LTDA",1025.14,1025.14,"SALAMANCA FM",,Rádio,Regional,"QUARAI - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003374/2019-43,Publicidade,Midia,2019/10/03,2019/10/21,2017NE800293,"Utilidade Pública",137046,2019OB801134,,"AVANÇAR - PARCERIAS",316405,12784,467.4,456.74,"02.403.465/0001-19 / TALISMA FM LTDA",393.6,356.4,"FAROL 90,5 FM",,Rádio,Regional,"TAQUARITINGA DO NORTE - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003424/2019-92,Publicidade,Midia,2019/10/08,2019/10/21,2018NE800190,Institucional,107783,2019OB801184,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",316751,12814,950.64,928.95,"84.323.617/0001-38 / SOCIEDADE DE COMUNICACAO NORTE LTDA",800.54,724.89,"BAND 05 RIO BRANCO",BAND,Televisão,Regional,"RIO BRANCO - AC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003424/2019-92,Publicidade,Midia,2019/10/08,2019/10/21,2018NE800190,Institucional,107783,2019OB801184,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",316753,12812,12964.04,12668.25,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",10917.09,10917.09,"REDE DE RADIOS NOVO TEMPO",,Rádio,"Nacional, Regional","Brasil,SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003425/2019-37,Publicidade,Produção,2019/10/08,2019/10/21,2019NE800002,Institucional,107783,2019OB801154,,"MATERIAIS INSTITUCIONAIS 2019",316759,12819,77.94,77.56,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",75.3,75.3,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003425/2019-37,Publicidade,Produção,2019/10/08,2019/10/21,2019NE800002,Institucional,107783,2019OB801154,,"MATERIAIS INSTITUCIONAIS 2019",316762,12822,1035,1029.94,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1000,1000,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003425/2019-37,Publicidade,Produção,2019/10/08,2019/10/21,2019NE800002,Institucional,107783,2019OB801154,,"MATERIAIS INSTITUCIONAIS 2019",316761,12821,388.13,386.23,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",375,375,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003425/2019-37,Publicidade,Produção,2019/10/08,2019/10/21,2019NE800002,Institucional,107783,2019OB801154,,"MATERIAIS INSTITUCIONAIS 2019",316760,12820,29.6,29.46,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",28.6,28.6,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003426/2019-81,Publicidade,Midia,2019/10/08,2019/10/21,2017NE800246,Institucional,107783,2019OB801138,,"Ação de oportunidade",316746,12811,6933.79,6775.59,"02.849.670/0001-02 / M C - REDE PASSO FUNDO DE JORNALISMO LTDA",5838.99,5287.21,"O NACIONAL",,Jornal,Regional,"PASSO FUNDO - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003442/2019-74,Publicidade,Midia,2019/10/08,2019/10/21,2018NE800005,"Utilidade Pública",107784,2019OB801151,,"Campanha Queimadas",316802,12831,676.02,660.59,"19.714.070/0001-30 / SOCIEDADE RADIO CARIJOS LTDA",569.28,515.48,"CARIJOS AM 1270",,Rádio,Regional,"CONSELHEIRO LAFAIETE - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003442/2019-74,Publicidade,Midia,2019/10/08,2019/10/21,2018NE800190,Institucional,107783,2019OB801151,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",316808,12836,484.12,473.08,"02.297.541/0001-59 / FM LAGOA AZUL LTDA",407.68,407.68,"MAIS FM,MAIS 89 FM",,Rádio,Regional,"CAMPINA DA LAGOA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003442/2019-74,Publicidade,Midia,2019/10/08,2019/10/21,2018NE800190,Institucional,107783,2019OB801151,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",316805,12833,3291.75,3216.64,"16.728.477/0005-51 / LUME EMPRESA CINEMATOGRAFICA EIRELI",2772,2772,"CINEMAS LUMIERE PALMAS",,Cinema,Regional,"PALMAS - TO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003465/2019-89,Publicidade,Midia,2019/10/11,2019/10/21,2019NE800085,Institucional,107783,2019OB801171,,"Ação de oportunidade - Dia da Amazônia",316909,12862,19861.34,19408.19,"43.944.370/0001-90 / SOMPUR SAO PAULO RADIODIFUSAO LTDA",16725.34,15144.8,"BAND NEWS FM",BAND,Rádio,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800246,Institucional,107783,2019OB801173,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",316799,12828,384.75,375.97,"80.172.760/0001-15 / RADIO CHRYSTIAN LTDA",324,324,"CHRYSTIAN FM (EX 97 FM)",,Rádio,Regional,"ALTO PIQUIRI - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800246,Institucional,107783,2019OB801173,,"Campanha de Fim de Ano",316908,12861,479.65,468.7,"77.096.055/0001-71 / RADIO UNIAO DE TOLEDO EIRELI",403.92,365.75,"UNIAO AM",,Rádio,Regional,"TOLEDO - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800314,Institucional,107783,2019OB801173,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",316905,12858,666.9,651.68,"21.898.739/0001-32 / SOCIEDADE RADIO CARANDAI LTDA",561.6,561.6,"FAMA FM",,Rádio,Regional,"CARANDAI - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800246,Institucional,107783,2019OB801173,,"Campanha de Fim de Ano",316901,12854,499.32,487.93,"04.139.846/0001-68 / MODELO RADIO FM LTDA",420.48,380.74,"LIBERAL FM - CASTANHAL",ORM,Rádio,Regional,"CASTANHAL - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800246,Institucional,107783,2019OB801173,,"Campanha de Fim de Ano",316900,12853,877.8,857.77,"49.346.513/0001-48 / RADIO EMISSORAS DO LITORAL PAULISTA LTDA",739.2,669.35,"OCEANICA AM",,Rádio,Regional,"CARAGUATATUBA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800246,Institucional,107783,2019OB801173,,AVANÇAR,316899,12852,1447.8,1414.77,"10.470.885/0001-46 / REDE INDEPENDENTE DE COMUNICACAO LTDA",1219.2,1219.2,"FM 95,1",MASSA,Rádio,Regional,"PORTO VELHO - RO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800314,Institucional,107783,2019OB801173,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",316801,12830,4548.6,4444.82,"07.255.342/0001-00 / RADIO ASSUNCAO CEARENSE LTDA",3830.4,3830.4,"ASSUNCAO (EX GLOBO AM 620)",,Rádio,Regional,"FORTALEZA - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003466/2019-23,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800314,Institucional,107783,2019OB801173,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",316800,12829,1795.5,1754.53,"03.666.084/0001-95 / RADIO BANDEIRANTES DE CAMPOS DO JORDAO LTDA",1512,1369.12,"BAND VALE,BAND FM C. JORDÃO",BAND,Rádio,Regional,"SAO JOSE DOS CAMPOS - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.003467/2019-78,Publicidade,Midia,2019/10/11,2019/10/21,2017NE800348,"Utilidade Pública",139787,2019OB801183,,"Programa Identidade Jovem - ID JOVEM",314741,12475,95164.8,92993.54,"17.341.891/0001-42 / BLUE SKY SERVICOS DE PUBLICIDADE LTDA",80138.79,72565.67,TWITCH,,Internet,Nacional,Brasil
